SummitCode,AssociationName,RegionName,SummitName,AltM,AltFt,GridRef1,GridRef2,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
W7W/CH-163,USA - Washington,WA-Chelan,Dad-DY Peak,2062,6764,-120.8473,47.9751,-120.8473,47.9751,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-164,USA - Washington,WA-Chelan,Painters Thumb,2056,6744,-120.8509,47.6752,-120.8509,47.6752,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-165,USA - Washington,WA-Chelan,6716 Shetipo Point,2047,6716,-120.6816,47.9969,-120.6816,47.9969,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-166,USA - Washington,WA-Chelan,Thor Peak,2074,6804,-121.1076,47.6583,-121.1076,47.6583,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-167,USA - Washington,WA-Chelan,Cougar Mountain,2042,6701,-120.5809,47.8913,-120.5809,47.8913,8,3,01/12/2010,31/12/2099,2,11/09/2021,WU7H
W7W/CH-168,USA - Washington,WA-Chelan,Tyee Mountain,2028,6654,-120.4713,47.8641,-120.4713,47.8641,8,3,01/12/2010,31/12/2099,14,25/10/2024,KG7EJT
W7W/CH-169,USA - Washington,WA-Chelan,Bolt Peak,2016,6613,-121.0426,48.0439,-121.0426,48.0439,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-170,USA - Washington,WA-Chelan,Chikamin Ridge,2012,6602,-120.6796,47.9717,-120.6796,47.9717,8,3,01/12/2010,31/12/2099,2,18/07/2024,WW7D
W7W/CH-171,USA - Washington,WA-Chelan,Longfellow Mountain,2005,6577,-121.0598,47.9387,-121.0598,47.9387,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-172,USA - Washington,WA-Chelan,Frosty Mountain,1981,6500,-120.9703,47.674,-120.9703,47.674,6,3,01/12/2010,31/12/2099,0,,
W7W/CH-173,USA - Washington,WA-Chelan,6435 Resistance Mtn,1961,6435,-120.9956,48.0056,-120.9956,48.0056,6,3,01/12/2010,31/12/2099,0,,
W7W/CH-174,USA - Washington,WA-Chelan,Bryant Peak,1951,6401,-121.0726,47.9593,-121.0726,47.9593,6,3,01/12/2010,31/12/2099,0,,
W7W/CH-175,USA - Washington,WA-Chelan,6389 Mad Lake Point,1947,6389,-120.6591,47.9302,-120.6591,47.9302,6,3,01/12/2010,31/12/2099,2,11/09/2021,WU7H
W7W/CH-176,USA - Washington,WA-Chelan,Labyrinth Mountain,1943,6376,-121.0431,47.8529,-121.0431,47.8529,6,3,01/12/2010,31/12/2099,15,19/09/2024,WW7D
W7W/CH-177,USA - Washington,WA-Chelan,6359 Single Lever Mtn,1938,6359,-120.9664,47.8982,-120.9664,47.8982,6,3,01/12/2010,31/12/2099,0,,
W7W/CH-178,USA - Washington,WA-Chelan,Swallow Tail,1925,6317,-121.1003,47.6362,-121.1003,47.6362,6,3,01/12/2010,31/12/2099,0,,
W7W/CH-179,USA - Washington,WA-Chelan,Lemool Mountain,1915,6284,-121.0285,47.6948,-121.0285,47.6948,6,3,01/12/2010,31/12/2099,1,16/08/2018,WU7H
W7W/CH-180,USA - Washington,WA-Chelan,Dirtyface Peak,1908,6260,-120.8251,47.8712,-120.8251,47.8712,6,3,01/12/2010,31/12/2099,0,,
W7W/CH-181,USA - Washington,WA-Chelan,Alpine Lookout,1900,6235,-120.8644,47.812,-120.8644,47.812,6,3,01/12/2010,31/12/2099,9,30/07/2023,K7JRO
W7W/CH-182,USA - Washington,WA-Chelan,Dirtyface Benchmark,1897,6223,-120.8154,47.8677,-120.8154,47.8677,6,3,01/12/2010,31/12/2099,0,,
W7W/CH-183,USA - Washington,WA-Chelan,Fox Peak,1894,6213,-120.2331,48.0884,-120.2331,48.0884,6,3,01/12/2010,31/12/2099,9,01/01/2025,WU7H
W7W/CH-184,USA - Washington,WA-Chelan,6100Poison Peak,1859,6100,-120.1831,48.0739,-120.1831,48.0739,6,3,01/12/2010,31/12/2099,10,01/01/2025,WU7H
W7W/CH-185,USA - Washington,WA-Chelan,Arrowhead Mountain,1838,6030,-120.9658,47.7577,-120.9658,47.7577,6,3,01/12/2010,31/12/2099,1,23/01/2022,WX7EMT
W7W/CH-186,USA - Washington,WA-Chelan,Rainbow Mountain,1847,6060,-120.7131,48.3773,-120.7131,48.3773,6,3,01/12/2010,31/12/2099,0,,
W7W/CH-187,USA - Washington,WA-Chelan,Basalt Peak,1830,6004,-120.7482,47.9762,-120.7482,47.9762,6,3,01/12/2010,31/12/2099,1,22/09/2023,K7HO
W7W/CH-188,USA - Washington,WA-Chelan,Estes Butte,1816,5957,-120.7952,48.0213,-120.7952,48.0213,6,3,01/12/2010,31/12/2099,0,,
W7W/CH-189,USA - Washington,WA-Chelan,5937 Irving Peak-North Peak,1810,5937,-121.015,47.9054,-121.015,47.9054,6,3,01/12/2010,31/12/2099,0,,
W7W/CH-190,USA - Washington,WA-Chelan,5925 Daedalus,1806,5925,-121.061,47.8428,-121.061,47.8428,6,3,01/12/2010,31/12/2099,0,,
W7W/CH-191,USA - Washington,WA-Chelan,5882 Wenatchee Ridge-South Peak,1793,5882,-120.9914,47.8916,-120.9914,47.8916,6,3,01/12/2010,31/12/2099,0,,
W7W/CH-192,USA - Washington,WA-Chelan,Big Chief Mountain,1786,5858,-121.0669,47.7463,-121.0669,47.7463,6,3,01/12/2010,31/12/2099,17,21/09/2024,AC7PB
W7W/CH-193,USA - Washington,WA-Chelan,Lichtenberg Mountain,1781,5844,-121.0912,47.7881,-121.0912,47.7881,6,3,01/12/2010,31/12/2099,3,19/07/2022,AC7MA
W7W/CH-194,USA - Washington,WA-Chelan,Cady Ridge,1773,5816,-121.1319,47.9557,-121.1319,47.9557,6,3,01/12/2010,31/12/2099,0,,
W7W/CH-195,USA - Washington,WA-Chelan,Sugarloaf Peak,1772,5814,-120.5279,47.7574,-120.5279,47.7574,6,3,01/12/2010,31/12/2099,58,03/09/2024,W7MDN
W7W/CH-196,USA - Washington,WA-Chelan,Chumstick Mountain,1771,5810,-120.4511,47.6505,-120.4511,47.6505,6,3,01/12/2010,31/12/2099,52,04/09/2024,KA7GPP
W7W/CH-197,USA - Washington,WA-Chelan,5774 Entiat Ridge Peak,1760,5774,-120.4086,47.6181,-120.4086,47.6181,6,3,01/12/2010,31/12/2099,40,04/09/2024,KA7GPP
W7W/CH-198,USA - Washington,WA-Chelan,5770 Contest Mtn,1759,5770,-121.1462,47.8566,-121.1462,47.8566,6,3,01/12/2010,31/12/2099,1,13/08/2018,WU7H
W7W/CH-199,USA - Washington,WA-Chelan,5754 Aegeus,1754,5754,-121.0091,47.8356,-121.0091,47.8356,6,3,01/12/2010,31/12/2099,2,19/09/2024,WW7D
W7W/CH-200,USA - Washington,WA-Chelan,5715 High Power Mtn,1742,5715,-120.9352,47.8866,-120.9352,47.8866,6,3,01/12/2010,31/12/2099,0,,
W7W/CH-201,USA - Washington,WA-Chelan,5687 Low Power Mtn,1733,5687,-120.8,47.9376,-120.8,47.9376,6,3,01/12/2010,31/12/2099,0,,
W7W/CH-202,USA - Washington,WA-Chelan,Slide Peak,1706,5598,-120.2656,47.914,-120.2656,47.914,6,3,01/12/2010,31/12/2099,3,09/08/2023,WW7D
W7W/CH-203,USA - Washington,WA-Chelan,Fall Mountain,1705,5594,-121.1301,47.8859,-121.1301,47.8859,6,3,01/12/2010,31/12/2099,1,12/08/2018,WU7H
W7W/CH-204,USA - Washington,WA-Chelan,Nason Ridge,1700,5576,-121.0461,47.7984,-121.0461,47.7984,6,3,01/12/2010,31/12/2099,29,27/08/2024,AI7OV
W7W/CH-205,USA - Washington,WA-Chelan,Estes Butte Lookout,1645,5397,-120.7929,47.9951,-120.7929,47.9951,6,3,01/12/2010,31/12/2099,6,11/10/2022,N0FN
W7W/CH-206,USA - Washington,WA-Chelan,5221 Twin Lead Mtn,1591,5221,-120.4879,47.6861,-120.4879,47.6861,6,3,01/12/2010,31/12/2099,44,03/09/2024,W7MDN
W7W/CH-207,USA - Washington,WA-Chelan,Mission Ridge,1513,4963,-120.4607,47.3278,-120.4607,47.3278,6,3,01/12/2010,31/12/2099,12,06/06/2024,nu7a
W7W/CH-208,USA - Washington,WA-Chelan,Burch Mountain,1509,4951,-120.3937,47.5821,-120.3937,47.5821,6,3,01/12/2010,31/12/2099,30,04/09/2024,W7MDN
W7W/CH-209,USA - Washington,WA-Chelan,Roughhouse Mountain,1457,4780,-120.6744,47.3559,-120.6744,47.3559,4,0,01/12/2010,31/12/2099,35,24/07/2024,KA7GPP
W7W/CH-210,USA - Washington,WA-Chelan,Tiptop,1457,4780,-120.6086,47.4403,-120.6086,47.4403,4,0,01/12/2010,31/12/2099,1,27/04/2019,WX7EMT
W7W/CH-211,USA - Washington,WA-Chelan,Blag Mountain,1429,4687,-120.5097,47.6019,-120.5097,47.6019,4,0,01/12/2010,31/12/2099,13,18/05/2024,KG7EJT
W7W/CH-212,USA - Washington,WA-Chelan,Horse Lake Mountain,1420,4660,-120.4438,47.4195,-120.4438,47.4195,4,0,01/12/2010,31/12/2099,11,28/06/2024,nu7a
W7W/CH-213,USA - Washington,WA-Chelan,4523 Pant-Leg Peak,1379,4523,-120.3047,48.0467,-120.3047,48.0467,4,0,01/12/2010,31/12/2099,1,19/10/2024,WA7BEN
W7W/CH-214,USA - Washington,WA-Chelan,Tumwater Mountain,1372,4500,-120.7013,47.6164,-120.7013,47.6164,4,0,01/12/2010,31/12/2099,15,28/08/2024,nu7a
W7W/CH-215,USA - Washington,WA-Chelan,Round Mountain,1335,4379,-120.5724,48.229,-120.5724,48.229,4,0,01/12/2010,31/12/2099,0,,
W7W/CH-216,USA - Washington,WA-Chelan,Humility Hill,1328,4358,-120.5217,47.6229,-120.5217,47.6229,4,0,01/12/2010,31/12/2099,2,19/05/2017,K7MAS
W7W/CH-217,USA - Washington,WA-Chelan,4218 Sideband Mtn,1286,4218,-120.7935,47.7254,-120.7935,47.7254,4,0,01/12/2010,31/12/2099,0,,
W7W/CH-218,USA - Washington,WA-Chelan,Natapoc Mountain,1286,4220,-120.7095,47.7442,-120.7095,47.7442,4,0,01/12/2010,31/12/2099,1,19/07/2020,K7HO
W7W/CH-219,USA - Washington,WA-Chelan,4133 Windy Hill,1260,4133,-120.4424,47.8072,-120.4424,47.8072,4,0,01/12/2010,31/12/2099,7,18/07/2023,WW7D
W7W/CH-220,USA - Washington,WA-Chelan,Domke Mountain,1240,4067,-120.5636,48.1761,-120.5636,48.1761,4,0,01/12/2010,31/12/2099,0,,
W7W/CH-221,USA - Washington,WA-Chelan,Tibbetts Mountain,1254,4115,-120.4887,47.5729,-120.4887,47.5729,4,0,01/12/2010,31/12/2099,30,21/06/2024,N7NWT
W7W/CH-222,USA - Washington,WA-Chelan,3855 Spectrum Mtn,1175,3855,-120.5609,47.6728,-120.5609,47.6728,4,0,01/12/2010,31/12/2099,14,05/09/2024,KA7GPP
W7W/CH-223,USA - Washington,WA-Chelan,Chelan Butte,1169,3835,-120.034,47.807,-120.034,47.807,4,0,01/12/2010,31/12/2099,26,23/07/2024,KA7GPP
W7W/CH-224,USA - Washington,WA-Chelan,3755 Frequency Mtn,1145,3755,-120.2691,47.7644,-120.2691,47.7644,4,0,01/12/2010,31/12/2099,0,,
W7W/CH-225,USA - Washington,WA-Chelan,Bear Mountain,1103,3620,-120.1662,47.8323,-120.1662,47.8323,4,0,01/12/2010,31/12/2099,1,07/11/2021,K7NCM
W7W/CH-226,USA - Washington,WA-Chelan,Sheep Rock,1067,3500,-120.4806,47.4029,-120.4806,47.4029,4,0,01/12/2010,31/12/2099,0,,
W7W/CH-227,USA - Washington,WA-Chelan,Fourth of July Mountain,1078,3537,-120.1634,47.9622,-120.1634,47.9622,4,0,01/12/2010,31/12/2099,8,04/07/2024,K7NCM
W7W/CH-228,USA - Washington,WA-Chelan,3500 Camas Mountain,1067,3500,-120.5956,47.4892,-120.5956,47.4892,4,0,01/12/2010,31/12/2099,16,09/05/2024,nu7a
W7W/CH-229,USA - Washington,WA-Chelan,3380 Full Wave Mtn,1030,3380,-120.7474,47.6805,-120.7474,47.6805,4,0,01/12/2010,31/12/2099,2,28/04/2019,KG7EJT
W7W/CH-230,USA - Washington,WA-Chelan,3380 Half Wave Mtn,1030,3380,-120.1317,47.938,-120.1317,47.938,4,0,01/12/2010,31/12/2099,1,08/12/2021,K7NCM
W7W/CH-231,USA - Washington,WA-Chelan,Dick Mesa,1011,3318,-120.2703,47.691,-120.2703,47.691,4,0,01/12/2010,31/12/2099,4,19/04/2020,KD7JB
W7W/CH-232,USA - Washington,WA-Chelan,3276 Keyboard Hill,999,3276,-120.517,47.4511,-120.517,47.4511,2,0,01/12/2010,31/12/2099,0,,
W7W/CH-233,USA - Washington,WA-Chelan,3271 Natapoc Mountain,997,3271,-120.7271,47.709,-120.7271,47.709,2,0,01/12/2010,31/12/2099,0,,
W7W/CH-234,USA - Washington,WA-Chelan,3100 Plain Ridge,945,3100,-120.6338,47.7598,-120.6338,47.7598,2,0,01/12/2010,31/12/2099,2,14/05/2021,KA7GPP
W7W/CH-235,USA - Washington,WA-Chelan,2860 Beaver Hill,872,2860,-120.6487,47.7462,-120.6487,47.7462,2,0,01/12/2010,31/12/2099,8,30/11/2024,K1ZMA
W7W/CH-236,USA - Washington,WA-Chelan,2854 Activator Hill,870,2854,-120.6345,47.8313,-120.6345,47.8313,2,0,01/12/2010,30/11/2016,0,,
W7W/CH-237,USA - Washington,WA-Chelan,Loop Hill,835,2740,-120.6867,47.829,-120.6867,47.829,2,0,01/12/2010,31/12/2099,9,29/11/2024,K1ZMA
W7W/CH-238,USA - Washington,WA-Chelan,Bee Sting Hill,812,2665,-120.6443,47.7771,-120.6443,47.7771,2,0,01/12/2010,31/12/2099,4,28/04/2024,KA7GPP
W7W/CH-239,USA - Washington,WA-Chelan,2562 Didahdit Hill,781,2562,-119.9514,47.8957,-119.9514,47.8957,2,0,01/12/2010,31/12/2099,0,,
W7W/CH-240,USA - Washington,WA-Chelan,2220 Ice Cave Mountain,677,2220,-119.9301,47.9107,-119.9301,47.9107,2,0,01/12/2010,31/12/2099,1,29/11/2021,K7NCM
W7W/CH-241,USA - Washington,WA-Chelan,Eleven Bits Hill,624,2048,-120.5283,47.5253,-120.5283,47.5253,2,0,01/12/2010,31/12/2099,5,27/04/2024,WW7D
W7W/CH-242,USA - Washington,WA-Chelan,1820 Bug Hill,555,1820,-119.9407,47.8739,-119.9407,47.8739,2,0,01/12/2010,31/12/2099,0,,
W7W/CH-243,USA - Washington,WA-Chelan,Ice Box,2473,8112,-120.7952,48.112,-120.7952,48.112,8,3,01/12/2016,31/12/2099,0,,
W7W/CH-244,USA - Washington,WA-Chelan,Genius Peak,2450,8039,-120.8501,48.1671,-120.8501,48.1671,8,3,01/12/2016,31/12/2099,0,,
W7W/CH-245,USA - Washington,WA-Chelan,7340,2237,7340,-120.7487,48.0781,-120.7487,48.0781,8,3,01/12/2016,31/12/2099,0,,
W7W/CH-246,USA - Washington,WA-Chelan,Rainy Benchmark,2368,7768,-120.7464,48.4852,-120.7464,48.4852,8,3,01/12/2016,31/12/2099,0,,
W7W/CH-247,USA - Washington,WA-Chelan,Rimrock Ridge,2213,7260,-120.9783,48.3755,-120.9783,48.3755,8,3,01/12/2016,31/12/2099,0,,
W7W/CH-248,USA - Washington,WA-Chelan,Big Sister,2188,7180,-120.9245,48.3927,-120.9245,48.3927,8,3,01/12/2016,31/12/2099,0,,
W7W/CH-249,USA - Washington,WA-Chelan,6748French Ridge-West Peak,2057,6748,-121.0896,47.5975,-121.0896,47.5975,8,3,01/12/2016,31/12/2099,0,,
W7W/CH-250,USA - Washington,WA-Chelan,Cooper Mountain,1788,5867,-120.0839,48.0113,-120.0839,48.0113,6,3,01/12/2016,31/12/2099,16,01/01/2025,WU7H
W7W/CH-251,USA - Washington,WA-Chelan,3273,998,3273,-120.4666,47.5601,-120.4666,47.5601,2,0,01/12/2016,31/12/2099,1,16/11/2021,K7NCM
W7W/CH-252,USA - Washington,WA-Chelan,2779,847,2779,-120.6254,47.8171,-120.6254,47.8171,2,0,01/12/2016,31/12/2099,1,21/06/2020,K7HO
W7W/CW-001,USA - Washington,WA-Central Washington,Mount Daniel,2432,7980,-121.1782,47.5657,-121.1782,47.5657,8,3,01/12/2010,31/12/2099,2,15/08/2023,KJ7RTO
W7W/CW-002,USA - Washington,WA-Central Washington,Chimney Rock,2355,7727,-121.2899,47.507,-121.2899,47.507,8,3,01/12/2010,31/12/2099,0,,
W7W/CW-003,USA - Washington,WA-Central Washington,Ingalls Peak,2335,7662,-120.9463,47.4725,-120.9463,47.4725,8,3,01/12/2010,31/12/2099,2,09/10/2024,KK7RTO
W7W/CW-004,USA - Washington,WA-Central Washington,Mount Hinman,2286,7500,-121.2122,47.5682,-121.2122,47.5682,8,3,01/12/2010,31/12/2099,1,04/07/2021,KI7QIV
W7W/CW-005,USA - Washington,WA-Central Washington,Lemah Mountain,2286,7500,-121.3008,47.4939,-121.3008,47.4939,8,3,01/12/2010,31/12/2099,2,13/07/2024,KJ7RTO
W7W/CW-006,USA - Washington,WA-Central Washington,Summit Chief Mountain,2275,7464,-121.2685,47.5236,-121.2685,47.5236,8,3,01/12/2010,31/12/2099,2,14/07/2024,KJ7RTO
W7W/CW-007,USA - Washington,WA-Central Washington,Lynch Peak,2225,7300,-121.1719,47.5838,-121.1719,47.5838,8,3,01/12/2010,31/12/2099,0,,
W7W/CW-008,USA - Washington,WA-Central Washington,Navaho Peak,2202,7223,-120.8035,47.4229,-120.8035,47.4229,8,3,01/12/2010,31/12/2099,20,05/07/2024,K2VFZ
W7W/CW-009,USA - Washington,WA-Central Washington,Bears Breast Mountain,2194,7197,-121.2255,47.54,-121.2255,47.54,8,3,01/12/2010,31/12/2099,0,,
W7W/CW-010,USA - Washington,WA-Central Washington,Hawkins Mountain,2188,7180,-121.0009,47.4502,-121.0009,47.4502,8,3,01/12/2010,31/12/2099,5,01/07/2023,WU7H
W7W/CW-011,USA - Washington,WA-Central Washington,Granite Mountain,2177,7144,-121.0907,47.5809,-121.0907,47.5809,8,3,01/12/2010,31/12/2099,0,,
W7W/CW-012,USA - Washington,WA-Central Washington,Solomon Mountain,2163,7095,-120.9964,47.5183,-120.9964,47.5183,8,3,01/12/2010,31/12/2099,2,12/08/2018,WX7EMT
W7W/CW-013,USA - Washington,WA-Central Washington,Earl Peak,2145,7036,-120.8429,47.4099,-120.8429,47.4099,8,3,01/12/2010,31/12/2099,21,12/06/2024,WW7D
W7W/CW-014,USA - Washington,WA-Central Washington,Scatter Peaks,2143,7031,-120.9945,47.5043,-120.9945,47.5043,8,3,01/12/2010,31/12/2099,0,,
W7W/CW-015,USA - Washington,WA-Central Washington,Chikamin Peak,2140,7020,-121.3109,47.4755,-121.3109,47.4755,8,3,01/12/2010,31/12/2099,3,12/07/2024,KJ7RTO
W7W/CW-016,USA - Washington,WA-Central Washington,Bills Peak,2108,6917,-120.8919,47.4278,-120.8919,47.4278,8,3,01/12/2010,31/12/2099,4,14/08/2024,K7JRO
W7W/CW-017,USA - Washington,WA-Central Washington,Mission Peak,2096,6876,-120.441,47.2848,-120.441,47.2848,8,3,01/12/2010,31/12/2099,48,15/08/2024,nu7a
W7W/CW-018,USA - Washington,WA-Central Washington,Tucquala Peak,2079,6821,-121.0402,47.5356,-121.0402,47.5356,8,3,01/12/2010,31/12/2099,7,05/08/2022,K7JRO
W7W/CW-019,USA - Washington,WA-Central Washington,Teanaway Peak,2066,6779,-120.9069,47.4252,-120.9069,47.4252,8,3,01/12/2010,31/12/2099,5,25/08/2024,KK7LHY
W7W/CW-020,USA - Washington,WA-Central Washington,High Esmeralda,2062,6765,-120.968,47.4407,-120.968,47.4407,8,3,01/12/2010,31/12/2099,3,17/10/2022,K7JRO
W7W/CW-021,USA - Washington,WA-Central Washington,Sherpani Peak,2054,6740,-121.0786,47.5592,-121.0786,47.5592,8,3,01/12/2010,31/12/2099,3,31/07/2024,K7JRO
W7W/CW-022,USA - Washington,WA-Central Washington,Cathedral Rock,2049,6724,-121.1355,47.5552,-121.1355,47.5552,8,3,01/12/2010,31/12/2099,1,19/08/2018,KE7JWP
W7W/CW-023,USA - Washington,WA-Central Washington,East Three Queens,2038,6687,-121.2706,47.4463,-121.2706,47.4463,8,3,01/12/2010,31/12/2099,0,,
W7W/CW-024,USA - Washington,WA-Central Washington,Goat Mountain,2018,6620,-121.0634,47.4686,-121.0634,47.4686,8,3,01/12/2010,31/12/2099,0,,
W7W/CW-025,USA - Washington,WA-Central Washington,Mons Venus,2010,6596,-121.1888,47.5488,-121.1888,47.5488,8,3,01/12/2010,31/12/2099,0,,
W7W/CW-026,USA - Washington,WA-Central Washington,Hibox Mountain,1996,6547,-121.3005,47.4317,-121.3005,47.4317,6,3,01/12/2010,31/12/2099,4,26/09/2024,KJ7RTO
W7W/CW-027,USA - Washington,WA-Central Washington,Jolly Mountain,1964,6443,-121.0212,47.3835,-121.0212,47.3835,6,3,01/12/2010,31/12/2099,15,13/08/2024,WA7NCL
W7W/CW-028,USA - Washington,WA-Central Washington,Miller Peak,1951,6402,-120.7441,47.3941,-120.7441,47.3941,6,3,01/12/2010,31/12/2099,23,06/06/2024,WW7D
W7W/CW-029,USA - Washington,WA-Central Washington,The Louvre,1949,6394,-121.0001,47.408,-121.0001,47.408,6,3,01/12/2010,31/12/2099,3,25/08/2022,K7JRO
W7W/CW-030,USA - Washington,WA-Central Washington,Lion Rock,1945,6380,-120.5856,47.2526,-120.5856,47.2526,6,3,01/12/2010,31/12/2099,71,31/10/2024,KK7MJD
W7W/CW-031,USA - Washington,WA-Central Washington,Huckleberry Mountain,1932,6340,-121.334,47.4742,-121.334,47.4742,6,3,01/12/2010,31/12/2099,0,,
W7W/CW-032,USA - Washington,WA-Central Washington,Manastash Ridge,1931,6335,-121.0295,47.0145,-121.0295,47.0145,6,3,01/12/2010,31/12/2099,1,23/06/2018,WW7D
W7W/CW-033,USA - Washington,WA-Central Washington,Quartz Mountain,1920,6300,-121.0789,47.0735,-121.0789,47.0735,6,3,01/12/2010,31/12/2099,27,08/03/2024,WU7H
W7W/CW-034,USA - Washington,WA-Central Washington,Alta Mountain,1908,6260,-121.3318,47.4411,-121.3318,47.4411,6,3,01/12/2010,31/12/2099,5,02/08/2024,KK7RTO
W7W/CW-035,USA - Washington,WA-Central Washington,Mount Clifty,1903,6245,-121.1644,47.1058,-121.1644,47.1058,6,3,01/12/2010,31/12/2099,6,28/07/2023,WW7D
W7W/CW-036,USA - Washington,WA-Central Washington,Mount Lillian South,1887,6191,-120.5141,47.3094,-120.5141,47.3094,6,3,01/12/2010,31/12/2099,49,24/10/2024,WA7NCL
W7W/CW-037,USA - Washington,WA-Central Washington,Lookout Mountain,1886,6188,-121.1301,47.1123,-121.1301,47.1123,6,3,01/12/2010,31/12/2099,5,22/07/2022,K7JRO
W7W/CW-038,USA - Washington,WA-Central Washington,Bentrim Hill,1853,6078,-120.4893,47.2899,-120.4893,47.2899,6,3,01/12/2010,31/12/2099,37,24/10/2024,WA7NCL
W7W/CW-039,USA - Washington,WA-Central Washington,Box Ridge,1839,6032,-121.2831,47.4247,-121.2831,47.4247,6,3,01/12/2010,31/12/2099,0,,
W7W/CW-040,USA - Washington,WA-Central Washington,Koppen Mountain,1838,6031,-120.9591,47.4071,-120.9591,47.4071,6,3,01/12/2010,31/12/2099,10,13/11/2021,WX7EMT
W7W/CW-041,USA - Washington,WA-Central Washington,Red Mountain,1798,5900,-121.1445,47.3975,-121.1445,47.3975,6,3,01/12/2010,31/12/2099,3,22/10/2024,K7JRO
W7W/CW-042,USA - Washington,WA-Central Washington,Rampart Ridge,1789,5870,-121.3445,47.4109,-121.3445,47.4109,6,3,01/12/2010,31/12/2099,9,23/10/2022,AC7MA
W7W/CW-043,USA - Washington,WA-Central Washington,Hard Knox,1786,5860,-121.2054,47.35,-121.2054,47.35,6,3,01/12/2010,31/12/2099,26,05/07/2024,WA7NCL
W7W/CW-044,USA - Washington,WA-Central Washington,Thorp Mountain,1784,5854,-121.2085,47.3708,-121.2085,47.3708,6,3,01/12/2010,31/12/2099,33,12/07/2024,WA7NCL
W7W/CW-045,USA - Washington,WA-Central Washington,Blowout Mountain,1753,5750,-121.3029,47.1398,-121.3029,47.1398,6,3,01/12/2010,31/12/2099,14,21/10/2023,WW7D
W7W/CW-046,USA - Washington,WA-Central Washington,Elbow Peak,1750,5740,-121.0131,47.3419,-121.0131,47.3419,6,3,01/12/2010,31/12/2099,5,31/05/2024,K7JRO
W7W/CW-047,USA - Washington,WA-Central Washington,Frost Mountain,1750,5740,-120.9966,47.0637,-120.9966,47.0637,6,3,01/12/2010,31/12/2099,22,08/03/2024,WU7H
W7W/CW-048,USA - Washington,WA-Central Washington,Sasse Mountain,1747,5730,-121.0556,47.3575,-121.0556,47.3575,6,3,01/12/2010,31/12/2099,10,01/10/2024,WA7NCL
W7W/CW-049,USA - Washington,WA-Central Washington,French Cabin Mountain-West Peak,1745,5724,-121.1816,47.3205,-121.1816,47.3205,6,3,01/12/2010,31/12/2099,6,16/10/2021,WW7D
W7W/CW-050,USA - Washington,WA-Central Washington,Pyramid Peak,1742,5715,-121.4055,47.1115,-121.4055,47.1115,6,3,01/12/2010,31/12/2099,25,12/10/2024,WA7OOO
W7W/CW-051,USA - Washington,WA-Central Washington,Taneum Ridge,1737,5700,-121.081,47.1083,-121.081,47.1083,6,3,01/12/2010,31/12/2099,5,19/07/2020,WW7D
W7W/CW-052,USA - Washington,WA-Central Washington,Silver Peak,1708,5605,-121.4613,47.3615,-121.4613,47.3615,6,3,01/12/2010,31/12/2099,59,07/10/2024,K7MAS/P
W7W/CW-053,USA - Washington,WA-Central Washington,Polallie Ridge,1701,5580,-121.1731,47.4551,-121.1731,47.4551,6,3,01/12/2010,31/12/2099,2,23/07/2024,K7JRO
W7W/CW-054,USA - Washington,WA-Central Washington,Jester Mountain,1689,5540,-120.722,47.372,-120.722,47.372,6,3,01/12/2010,31/12/2099,38,06/06/2024,WW7D
W7W/CW-055,USA - Washington,WA-Central Washington,Kachess Ridge,1684,5525,-121.2066,47.3285,-121.2066,47.3285,6,3,01/12/2010,31/12/2099,13,10/09/2023,KK7LHY/P
W7W/CW-056,USA - Washington,WA-Central Washington,Hicks Butte,1682,5518,-121.0955,47.1433,-121.0955,47.1433,6,3,01/12/2010,31/12/2099,31,10/04/2024,K7JRO
W7W/CW-057,USA - Washington,WA-Central Washington,East Cole Butte,1678,5504,-121.2187,47.1781,-121.2187,47.1781,6,3,01/12/2010,31/12/2099,18,14/09/2024,W7MTB
W7W/CW-058,USA - Washington,WA-Central Washington,Malcolm Mountain,1676,5500,-120.9478,47.3716,-120.9478,47.3716,6,3,01/12/2010,31/12/2099,2,21/09/2020,AC7MA
W7W/CW-059,USA - Washington,WA-Central Washington,5434 Capacitor Mtn,1656,5434,-121.1388,47.0601,-121.1388,47.0601,6,3,01/12/2010,31/12/2099,1,24/07/2024,WW7D
W7W/CW-060,USA - Washington,WA-Central Washington,5380 ReJoyce Peak,1640,5380,-121.2521,47.1319,-121.2521,47.1319,6,3,01/12/2010,31/12/2099,4,21/10/2023,WW7D
W7W/CW-061,USA - Washington,WA-Central Washington,Red Top Mountain,1634,5361,-120.7609,47.3017,-120.7609,47.3017,6,3,01/12/2010,31/12/2099,78,02/11/2024,KK7ULL
W7W/CW-062,USA - Washington,WA-Central Washington,Thomas Mountain,1606,5269,-121.1563,47.2919,-121.1563,47.2919,6,3,01/12/2010,31/12/2099,6,03/07/2024,K7JRO
